date,open,high,low,close
2025-05-27 21:00:00,52.19,52.24,51.66,51.87
2025-05-28 21:00:00,52.18,52.33,51.79,51.91
2025-05-29 21:00:00,51.81,51.85,50.55,50.6
2025-06-01 21:00:00,51.07,51.23,50.75,51.05
2025-06-02 21:00:00,50.43,51.12,50.38,51.02
2025-06-03 21:00:00,51.1,51.79,51.1,51.25
2025-06-04 21:00:00,51.47,52.11,51.35,51.39
2025-06-05 21:00:00,51.62,51.93,51.19,51.45
2025-06-08 21:00:00,51.37,51.76,51.1,51.76
2025-06-09 21:00:00,51.77,52.32,51.58,52.1
2025-06-10 21:00:00,52.26,52.26,51.46,51.65
2025-06-11 21:00:00,51.38,51.51,50.96,51.31
2025-06-12 21:00:00,50.57,51.0,50.46,50.63
2025-06-15 21:00:00,50.8,52.49,50.8,52.28
2025-06-16 21:00:00,52.09,52.34,49.9,49.93
2025-06-17 21:00:00,49.93,50.24,49.61,49.76
2025-06-19 21:00:00,49.76,49.8,48.48,48.48
2025-06-22 21:00:00,48.58,49.09,48.39,49.09
2025-06-23 21:00:00,49.28,49.29,48.7,49.08
2025-06-24 21:00:00,48.8,49.14,48.29,49.03
2025-06-25 21:00:00,49.38,50.79,49.38,50.5
2025-06-26 21:00:00,50.69,51.56,50.42,51.47
2025-06-29 21:00:00,51.27,51.5,50.93,51.13
2025-06-30 21:00:00,51.09,52.16,50.99,51.82
2025-07-01 21:00:00,52.26,54.1,52.25,53.71
2025-07-02 21:00:00,53.9,54.27,53.24,53.45
2025-07-03 21:00:00,53.45,53.61,53.17,53.61
2025-07-06 21:00:00,53.46,53.59,52.64,52.82
2025-07-07 21:00:00,52.95,53.99,52.79,53.01
2025-07-08 21:00:00,53.12,53.12,52.2,52.48
2025-07-09 21:00:00,53.75,55.47,53.61,53.69
2025-07-10 21:00:00,53.61,54.6,53.43,54.39
2025-07-13 21:00:00,54.25,54.3,53.29,53.77
2025-07-14 21:00:00,53.35,53.77,51.98,52.36
2025-07-15 21:00:00,52.54,52.95,52.36,52.83
2025-07-16 21:00:00,52.83,53.21,52.56,52.74
2025-07-17 21:00:00,52.49,53.2,52.42,52.99
2025-07-20 21:00:00,53.85,55.18,53.75,54.44
2025-07-21 21:00:00,55.31,56.3,55.27,55.84
2025-07-22 21:00:00,55.8,56.23,55.36,55.77
2025-07-23 21:00:00,55.3,55.64,54.67,54.9
2025-07-24 21:00:00,54.56,54.66,53.68,54.1
2025-07-27 21:00:00,53.36,53.73,53.07,53.57
2025-07-28 21:00:00,53.95,54.1,53.19,53.24
2025-07-29 21:00:00,52.76,53.11,51.79,52.29
2025-07-30 21:00:00,51.48,52.08,50.86,51.92
2025-07-31 21:00:00,52.68,53.32,52.03,52.2
2025-08-03 21:00:00,52.82,52.83,52.26,52.62
2025-08-04 21:00:00,52.61,53.39,52.55,52.55
2025-08-05 21:00:00,52.94,53.04,52.18,52.22
2025-08-06 21:00:00,52.54,52.92,52.35,52.55
2025-08-07 21:00:00,52.64,54.1,52.63,53.79
2025-08-10 21:00:00,53.88,54.38,53.71,53.74
2025-08-11 21:00:00,54.34,54.55,54.1,54.3
2025-08-12 21:00:00,54.3,54.5,53.94,54.09
2025-08-13 21:00:00,53.55,53.61,53.08,53.42
2025-08-14 21:00:00,53.46,53.58,53.0,53.32
2025-08-17 21:00:00,53.1,53.71,53.03,53.2
2025-08-18 21:00:00,53.51,53.68,53.0,53.24
2025-08-19 21:00:00,52.9,53.27,52.86,53.0
2025-08-20 21:00:00,53.02,53.53,52.95,53.45
2025-08-21 21:00:00,53.43,54.89,53.31,54.79
2025-08-24 21:00:00,55.17,55.4,54.74,54.92
2025-08-25 21:00:00,54.82,55.41,54.68,55.41
2025-08-26 21:00:00,55.22,55.53,55.12,55.38
2025-08-27 21:00:00,56.0,56.19,55.33,55.4
2025-08-28 21:00:00,55.49,55.83,55.45,55.56
2025-08-31 21:00:00,55.14,55.6,54.81,55.6
2025-09-01 21:00:00,55.11,55.56,55.04,55.39
2025-09-02 21:00:00,55.39,55.82,55.24,55.6
2025-09-03 21:00:00,55.85,56.16,55.55,55.71
2025-09-04 21:00:00,56.2,56.67,56.02,56.22
2025-09-07 21:00:00,56.23,56.62,56.23,56.36
2025-09-08 21:00:00,56.74,57.52,56.05,56.19
2025-09-09 21:00:00,56.47,57.05,56.28,56.58
2025-09-10 21:00:00,56.45,57.27,56.31,57.02
2025-09-11 21:00:00,56.7,57.43,56.7,57.0
2025-09-14 21:00:00,57.48,57.55,56.98,57.5
2025-09-15 21:00:00,57.77,58.06,57.19,57.7
2025-09-16 21:00:00,57.54,58.02,57.36,57.8
2025-09-17 21:00:00,57.84,58.08,57.4,57.69
2025-09-18 21:00:00,57.97,58.19,57.55,57.92
2025-09-21 21:00:00,57.82,58.44,57.81,58.0
2025-09-22 21:00:00,58.0,58.39,57.66,57.67
2025-09-23 21:00:00,57.95,58.14,57.67,57.89
2025-09-24 21:00:00,58.19,58.55,58.04,58.21
2025-09-25 21:00:00,57.74,57.94,56.54,57.09
2025-09-28 21:00:00,57.5,57.75,57.13,57.28
2025-09-29 21:00:00,57.67,57.78,57.09,57.58
2025-09-30 21:00:00,57.76,58.67,57.76,58.31
2025-10-01 21:00:00,58.36,58.86,58.08,58.7
2025-10-02 21:00:00,58.7,59.12,58.5,58.59
2025-10-05 21:00:00,58.81,59.97,58.8,59.59
2025-10-06 21:00:00,59.5,59.62,58.75,58.75
2025-10-07 21:00:00,59.12,59.39,58.89,59.2
2025-10-08 21:00:00,59.86,60.38,59.11,59.11
2025-10-09 21:00:00,59.57,59.8,58.87,58.87
2025-10-12 21:00:00,59.67,60.06,59.55,59.75
2025-10-13 21:00:00,59.3,60.13,59.22,59.75
2025-10-14 21:00:00,59.49,60.98,59.46,60.86
2025-10-15 21:00:00,60.61,60.93,60.07,60.3
2025-10-16 21:00:00,59.9,60.3,59.8,60.13
2025-10-19 21:00:00,60.14,61.35,60.14,60.9
2025-10-20 21:00:00,60.65,61.05,60.57,60.8
2025-10-21 21:00:00,61.21,62.24,61.18,61.88
2025-10-22 21:00:00,62.22,62.54,61.67,61.76
2025-10-23 21:00:00,61.99,62.13,61.33,61.73
2025-10-26 21:00:00,62.06,62.16,61.4,61.66
2025-10-27 21:00:00,61.66,62.54,61.58,62.2
2025-10-28 21:00:00,62.82,63.69,62.71,63.33
2025-10-29 21:00:00,63.11,64.0,62.93,63.81
2025-10-30 21:00:00,64.28,65.55,63.87,65.3
